designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 5966509159623954176",5966509159623954176,253.57760519451406,-41.826206626402524,1.4954145939621049,-4.588596960918261,-2.9099916343062118,1.2679844,19.34644,3.3792648,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163913199616",5966509163913199616,253.5725382458672,-41.8249598844349,0.687456362185578,-0.10948823524314683,-2.685686200291995,0.9366806,20.01804,2.0205612,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163913216512",5966509163913216512,253.57216263514616,-41.82105694194372,0.7035236052014472,-0.9699892571666028,-2.119283426086681,1.3369001,11.514796,0.452837,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,7125.622,3.5468,-0.7603,1122.8114,0.1669,0.1496,0.0805
"Gaia DR3 5966509163913240320",5966509163913240320,253.56745361465673,-41.81856833838335,-1.300128676633997,-0.20890494291621292,-1.150677368235772,1.0959508,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163913240448",5966509163913240448,253.56740243113504,-41.817970810569655,0.46089597048963676,-0.7069921443443713,-2.599950249739547,1.1464441,19.29315,2.566599,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163913240576",5966509163913240576,253.56711030652403,-41.81824117087002,-0.307372482495812,-5.369474330397612,-7.254167062969172,0.9450595,19.503654,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163913249536",5966509163913249536,253.56541828450332,-41.81670630645819,0.47355862288494976,1.3195238197082033,-1.707908778582724,1.0985024,20.106407,2.5792122,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163915508352",5966509163915508352,253.57548309165065,-41.83178406752667,1.2645179847800607,-2.2480062306068938,-5.725147561586327,1.1741492,19.869383,1.5718765,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163915515520",5966509163915515520,253.5724402337987,-41.82917365184519,0.7886728653563191,-0.8503325736080561,-1.7923019973860896,0.9872186,17.731249,2.2804184,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4616.9155,4.3547,-1.3845,875.5136,2.6848,1.9396,1.0697
"Gaia DR3 5966509163915530368",5966509163915530368,253.5631393925919,-41.823613259135925,0.4807811904673842,1.5920933141616354,-1.1656993910896856,1.0249587,19.211514,1.1062717,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163916554496",5966509163916554496,253.56553987782308,-41.82013626390439,0.2138493852992908,-2.5616371577388914,-1.853997667558652,1.0221249,19.763094,2.68404,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163916554880",5966509163916554880,253.56997397398987,-41.81818908703066,0.369826542423659,-4.077267746604607,-7.025764996448514,1.296368,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163916898816",5966509163916898816,253.56724496266688,-41.81655915649163,1.3102475452478093,-0.5827109746184874,-2.4591051874669505,1.1384596,20.41881,2.0612354,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163918428160",5966509163918428160,253.56471034383878,-41.824014495816854,1.2160659790681752,-2.9463730551002176,-3.5454169443371013,1.2201875,18.08294,1.8722591,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966509163919194880",5966509163919194880,253.57191077493403,-41.81650036762877,,,,,20.569489,1.1348076,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163919204224",5966509163919204224,253.56813436462576,-41.82727702188006,-1.9757854354617204,3.4889453631849126,-5.7246625661843,1.2996243,19.741049,2.5263252,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163919204352",5966509163919204352,253.56854623651827,-41.82722414252349,1.2464033559534275,0.18274238915279217,-5.003594956580177,1.0152767,20.42052,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163919207808",5966509163919207808,253.57152398538037,-41.82653986860657,,,,,20.521967,1.292448,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163919210624",5966509163919210624,253.58053760084272,-41.82588354786642,,,,,20.6958,1.3742542,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163920699392",5966509163920699392,253.5697886106882,-41.818899151576716,,,,,20.624634,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163920702080",5966509163920702080,253.56506492522456,-41.82231172894031,,,,,20.693861,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163921654016",5966509163921654016,253.57295564393345,-41.82410930478168,0.09967115456405222,-5.302591075136133,0.511411223691925,1.0268261,20.43878,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163922148992",5966509163922148992,253.5733835368701,-41.830943617713025,,,,,20.862438,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163922153856",5966509163922153856,253.57384698495707,-41.81997594609885,1.1631411641057754,-0.82672408994482,-1.4496944507050218,1.3703457,19.902828,-0.7320423,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163922656640",5966509163922656640,253.56927537036586,-41.8253278174086,,,,,20.683062,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163922659200",5966509163922659200,253.56833205743987,-41.822070121303916,,,,,20.7317,-0.45798683,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163922659456",5966509163922659456,253.57371984741445,-41.81840550301169,,,,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163926371200",5966509163926371200,253.57956425700132,-41.826644555955525,0.5353206861622875,-1.3718757823923242,-2.128391669925745,0.9702372,18.944574,2.3558807,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,3418.6995,4.828,-0.1438,476.2552,1.0531,0.6774,0.4331
"Gaia DR3 5966509163926371328",5966509163926371328,253.57946757349993,-41.82682653971699,,,,,20.68476,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163926371968",5966509163926371968,253.57658128580482,-41.82764123124935,0.4480102470275149,0.48300479480022374,-1.3986316273761963,0.9697675,16.748741,2.002183,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966509163926380032",5966509163926380032,253.5717393117026,-41.82209920688274,0.6204650195082229,-0.44798954902697563,-2.0040881936053965,0.9799935,12.401853,0.5184345,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966509163926380288",5966509163926380288,253.57331702021605,-41.82107222915707,-0.33578131975537095,-1.111565218596872,-0.0376910896416383,1.4161177,17.194479,0.74645424,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966509163926390912",5966509163926390912,253.56712722098035,-41.815238160822915,0.6584850559418177,-0.531584685864067,-2.9365878567529804,1.525963,14.093779,1.3583593,-31.090446,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6690.161,3.8403,-0.1336,1235.7344,1.8576,1.5225,0.8249
"Gaia DR3 5966509163926741888",5966509163926741888,253.56559426813808,-41.825654882711646,0.6065636666516117,0.0210895786424371,-2.2595725336626664,1.8394353,10.100162,0.3924961,,"VARIABLE",0,true,true,false,true,false,true,true,16145.613,3.3611,0.2609,2629.782,1.2713,1.2134,0.6578
"Gaia DR3 5966509163926800128",5966509163926800128,253.57483296588953,-41.82295045504781,,,,,20.622492,1.5944138,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163926801280",5966509163926801280,253.56503969612038,-41.820985558242,0.2902757778679935,-0.5182992377154659,-1.9131429460706348,1.0828302,19.891077,1.9787865,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163926835968",5966509163926835968,253.57686086112145,-41.821177498591325,,,,,20.86014,0.21585846,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163927074048",5966509163927074048,253.57230726987274,-41.830437861421395,,,,,20.458555,1.9912338,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163927074560",5966509163927074560,253.57594872799686,-41.82200084882576,,,,,20.650059,1.5688553,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163927631232",5966509163927631232,253.5787326867664,-41.83357111661372,,,,,20.806051,1.0915012,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163927827712",5966509163927827712,253.57532041095612,-41.83045812060205,,,,,20.677422,3.0767365,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163927912192",5966509163927912192,253.56151209414665,-41.8209829342638,,,,,20.862099,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163928025344",5966509163928025344,253.5744325857464,-41.824100283840664,,,,,20.69776,3.0674362,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163928025472",5966509163928025472,253.58093372392614,-41.82545569302057,,,,,20.71591,3.0020733,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509163929935872",5966509163929935872,253.56639897851903,-41.82588908548491,,,,,18.755138,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509193975739776",5966509193975739776,253.6243515965914,-41.84786273300174,0.6699619534211093,-0.03377604995546285,-0.8323500972318012,1.0587398,16.484112,1.7265368,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4828.4673,4.3428,-0.779,897.8675,1.5216,1.1529,0.627
"Gaia DR3 5966509193975740672",5966509193975740672,253.6335605309461,-41.84609532250651,0.587776551720236,0.8430098743971678,-0.8406819748013954,1.0042771,16.857273,1.4329166,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5226.7896,4.709,-1.3711,816.4527,1.1063,0.8735,0.4784
"Gaia DR3 5966509193975741440",5966509193975741440,253.62775055195232,-41.84394671554987,0.7856365445162211,3.3940555714693637,-4.459342369514214,1.0022782,17.315536,1.5441322,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4382.486,4.385,-1.8904,944.9795,0.6109,0.4606,0.2502
"Gaia DR3 5966509193976805248",5966509193976805248,253.63736942899038,-41.85204797678236,0.3483074036545171,-0.5352247579460574,-4.714809586834372,0.99083143,19.382853,2.2582245,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509193976805504",5966509193976805504,253.63280557565972,-41.852108201189864,0.6171880241052665,-0.2881137668940909,-2.070690528481002,1.0690465,17.312042,2.031742,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5904.5503,4.5934,-3.7719,775.1346,3.1149,2.3764,1.3371
"Gaia DR3 5966509193976809984",5966509193976809984,253.6248801115562,-41.842615506389514,0.32830467312389916,-0.33107938119340047,-1.9393371216913147,0.9548037,18.9146,2.8211098,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,3517.9714,4.7634,0.0276,527.0749,1.6535,1.0596,0.6704
"Gaia DR3 5966509193983733120",5966509193983733120,253.6226661345231,-41.83833148446625,0.20250017611360877,-0.058368104062424375,-2.533198819358618,0.9777375,18.505672,2.807333,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3505.6829,4.4308,-0.284,620.7044,1.7367,1.1159,0.6903
"Gaia DR3 5966509193983733248",5966509193983733248,253.62278527995232,-41.84618266193689,0.642250402313986,-0.5576062653825431,-1.8342885239591618,1.0804384,18.366774,2.3460655,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3613.157,4.2454,-0.7208,793.1719,1.5449,1.039,0.5861
"Gaia DR3 5966509193983734528",5966509193983734528,253.62407165363118,-41.84984634540724,,,,,20.617645,2.614624,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509193983736448",5966509193983736448,253.6259990492387,-41.85240582833386,0.5661278049938132,0.36977972646451696,-2.699952839252015,0.9727657,18.90809,3.2864513,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3690.632,4.1236,-0.7861,611.0131,4.2084,2.6998,1.5343
"Gaia DR3 5966509193983738496",5966509193983738496,253.630255371978,-41.855170665669874,1.0158086747187267,-0.6679601151061982,-1.869190989726507,1.0313417,19.397635,3.1305027,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509193983741312",5966509193983741312,253.63571468729936,-41.84640051248079,0.34196809630205927,-1.917266279337805,-1.6475050731959402,0.98102355,18.845058,4.3123684,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509193983742464",5966509193983742464,253.63806650137906,-41.85075268565462,-0.2616450162966906,-1.4755034555136213,-3.9102996280632016,1.1163771,20.020733,2.9334602,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198272691328",5966509198272691328,253.63764977684494,-41.85064179029879,,,,,20.841745,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198272708736",5966509198272708736,253.6326424204422,-41.84880181799395,0.7643449953485385,-0.7334302169191549,-2.135638193992446,0.99610186,18.996185,2.6922894,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3485.2175,4.7834,-0.2739,475.6579,1.5956,1.0303,0.6266
"Gaia DR3 5966509198272714880",5966509198272714880,253.62519679934306,-41.85179304745434,0.5296591360322805,-0.3553406916148495,-6.232371997696591,1.0482236,19.56547,2.2672768,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198272717184",5966509198272717184,253.63302852262467,-41.84626792916602,2.214909907909242,-2.4476812923327897,-0.30614931342434865,1.1293708,19.625847,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198272731136",5966509198272731136,253.62751118794557,-41.84600272094197,0.5539662008232766,-0.24180131240944813,-2.0499965981884105,1.0650048,17.94866,2.2378197,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,4063.6143,4.6483,0.0875,535.3102,2.375,1.6173,0.8999
"Gaia DR3 5966509198272731264",5966509198272731264,253.62489751304412,-41.84769993347139,,,,,20.349827,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198272732416",5966509198272732416,253.62346846490757,-41.84819441701056,0.42464840951923344,-1.4662144401374106,-1.9129622116660197,1.037652,18.402742,3.7580948,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,8475.5625,3.6682,-0.6778,1592.3447,9.9694,6.9108,3.9934
"Gaia DR3 5966509198272735360",5966509198272735360,253.62289443530165,-41.84755623418809,0.9184183301904513,-5.212002914819875,-5.631422686851681,1.2200868,20.348223,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198272745216",5966509198272745216,253.62072975939247,-41.846210919007206,0.957942304108594,0.8889283767111457,-1.1565450071865984,1.0359,19.865564,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198272745344",5966509198272745344,253.62132397069183,-41.84623660476084,0.14587680277770013,-0.24815420063761406,-2.6500042794561978,1.0132247,19.377024,2.5338974,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198272769536",5966509198272769536,253.62201696296805,-41.83936969795112,0.7205908546268717,-1.81078023370794,-4.523317494073833,0.93053305,19.404007,2.3075886,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198276270848",5966509198276270848,253.63550870208852,-41.855439267558516,,,,,20.419052,1.3227253,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198281388416",5966509198281388416,253.63080167536705,-41.84143410419352,-0.29855567014171835,-2.2751240917278666,-1.4875081933087104,1.1823406,20.460745,1.8996639,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198281389568",5966509198281389568,253.62973569950478,-41.84826759755746,0.9459138553707772,-0.08275719093232733,-0.36901567796536705,1.1734658,20.614697,1.6171112,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198281390080",5966509198281390080,253.63494372992727,-41.857766630535785,,,,,20.576225,2.072506,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198281852032",5966509198281852032,253.63771962431576,-41.84840856626887,,,,,20.995071,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198281855232",5966509198281855232,253.63191748137862,-41.846027786548966,,,,,20.683262,2.7667542,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198281864192",5966509198281864192,253.62381144662078,-41.83693632864842,,,,,20.770103,1.7001343,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198282364672",5966509198282364672,253.6323491063415,-41.85657119055446,,,,,20.783495,1.8976784,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198286046720",5966509198286046720,253.63680997260445,-41.85667190554616,0.6224251284191904,-0.4939566192397692,-2.0867347602939317,0.985365,11.641132,0.5875921,-42.372967,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966509198286057600",5966509198286057600,253.62857588624212,-41.850024237081165,0.6048572024255096,-0.7177788584079634,-2.217325207441716,1.03068,13.734847,0.7418823,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966509198286061952",5966509198286061952,253.62700434957574,-41.84671491008629,0.590108416795122,-1.2937504911167954,-3.042838533390751,0.9744886,15.433916,1.2152901,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,6934.206,4.1364,-0.1344,1771.4802,1.6407,1.3692,0.7409
"Gaia DR3 5966509198286065152",5966509198286065152,253.6208291478776,-41.84706789063796,0.5830555839020733,-0.7656738095270486,-2.2558188620588657,1.029617,15.951246,1.7746305,,"VARIABLE",0,true,false,false,true,false,false,true,,,,,,,
"Gaia DR3 5966509198286066944",5966509198286066944,253.6283262850366,-41.8412256781924,0.24555383262431468,-0.6864022143867926,-1.9050430289235247,1.0474265,19.563986,2.04595,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198286074112",5966509198286074112,253.62306432763475,-41.83712222595879,0.5514720695551397,-0.7072064112058443,-2.3968112552809875,1.2089267,18.113043,2.4630089,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3730.9612,4.2349,-0.3566,896.6498,1.6369,1.0973,0.6324
"Gaia DR3 5966509198286964992",5966509198286964992,253.6312374563834,-41.84954017064336,,,,,20.997343,2.2890015,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509198289650048",5966509198289650048,253.63543330978754,-41.85015733641087,0.30505752489866944,-2.24983355141049,-3.4591641030809477,1.0011003,18.409714,3.1159458,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3983.8408,4.1078,-1.036,566.4781,4.5825,3.001,1.6726
"Gaia DR3 5966509198289660288",5966509198289660288,253.62402682975957,-41.84757359524351,,,,,21.028502,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509228335046272",5966509228335046272,253.64102302076674,-41.83491291361366,0.6136365557564627,-0.5292665124889889,-2.1188880454096584,1.0400876,13.674821,0.7395067,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966509228335480832",5966509228335480832,253.64242868626178,-41.841694528377644,0.7560597195314244,-0.6686361824911685,-1.8476947197536604,1.1390702,17.165533,1.9924412,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4375.3823,4.2903,-1.3904,743.8685,1.8105,1.3143,0.7165
"Gaia DR3 5966509228335483008",5966509228335483008,253.63529081405636,-41.83570746239406,0.6196223945944281,-0.3560198788482629,-2.4545136267466714,1.0177033,13.121704,0.70266724,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966509228335486336",5966509228335486336,253.62785161959025,-41.825247995306206,0.6801996544613531,1.0181208510331559,-10.130675163886412,1.0163985,17.09245,1.5182056,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5062.361,4.7022,-1.0398,828.5337,1.2571,0.9765,0.5327
"Gaia DR3 5966509228336547968",5966509228336547968,253.63461194769326,-41.843300251922145,0.9265542996216647,-6.333756265619357,2.791239672903056,0.96169055,19.32428,2.3169327,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509228336553216",5966509228336553216,253.62847984975127,-41.83738300327016,0.7097764652230949,-0.06543329869163833,-2.1591391996340663,1.0067462,19.42207,3.0079098,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509228336779392",5966509228336779392,253.62876498925118,-41.82807457881665,0.42873310154732014,-6.210030293894688,-7.763336721049264,0.9407893,17.274532,2.1038857,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,7134.9106,4.3161,-0.013,1651.7177,3.9338,3.0546,1.68
"Gaia DR3 5966509228336779776",5966509228336779776,253.62660991699133,-41.82606405861099,-0.17635218417958465,1.7803530045747096,-0.9806295411832402,1.8686483,18.268404,2.241787,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509228336804992",5966509228336804992,253.6308591929245,-41.8392104683775,0.3400601807685299,-0.7908774689898668,-2.338779733647872,0.9603072,18.078793,2.1359825,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4338.2334,4.5022,-1.4544,739.697,2.3128,1.6478,0.9017
"Gaia DR3 5966509228343475072",5966509228343475072,253.6263734061322,-41.836169870393604,0.7632298766126596,-1.434119812443093,-1.4931559900040834,1.0090734,18.925156,3.1763325,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3206.539,4.8115,0.4335,440.6971,0.5437,0.3343,0.2361
"Gaia DR3 5966509228343475200",5966509228343475200,253.6274678814783,-41.83303495499119,-0.0184679784722592,-1.684774682460956,-4.884078832854348,1.2775159,18.1532,5.0752735,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966509228343475456",5966509228343475456,253.6277836044337,-41.82669965692638,0.2089821037521722,-1.2600463898435073,-2.3436389378589286,0.9605022,19.925806,2.4885654,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509228343476992",5966509228343476992,253.63040177360966,-41.833069714475116,0.30801865250008514,-0.6961513629451983,-6.116401622107825,1.0399593,19.594524,3.3486347,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509228343478400",5966509228343478400,253.63337201798436,-41.83549527476717,0.5979866456501776,-0.3604601203237359,-1.856134537862078,0.9919334,15.916541,1.8180399,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,5230.7134,3.7149,-0.4898,1417.8247,2.1633,1.6397,0.8901
"Gaia DR3 5966509228343480320",5966509228343480320,253.6372484330337,-41.843019502346934,1.6304419804034047,-5.080642225533523,-6.408930021500775,1.0285399,20.093391,2.9665413,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509228343480960",5966509228343480960,253.63806391197627,-41.83893056208127,0.6859151862481586,0.9829470688572803,-1.7122106548895049,1.1564716,20.35028,3.4403954,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509228343481856",5966509228343481856,253.6392277636175,-41.83289181346093,0.5999401340316136,-0.6943415030548258,-2.3519089759521785,1.0707456,18.678637,2.3507957,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,3552.796,4.4363,-0.9467,572.8339,1.4036,0.9312,0.5505
"Gaia DR3 5966509228343482880",5966509228343482880,253.64038777512684,-41.84312531725512,0.971015378071356,-3.210185924909682,-2.665900218543111,0.9366552,19.773447,2.7059307,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509232632449152",5966509232632449152,253.63838175958105,-41.84464939392268,0.3441128314631247,-4.812063798874333,-1.37201967767353,1.0046964,19.533154,2.0948887,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509232632449664",5966509232632449664,253.6420881378902,-41.84228048144696,0.5668707344352218,-0.5216747795934568,-2.3287495060127266,0.99595237,17.995422,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966509232632461568",5966509232632461568,253.63839719042497,-41.841521820350664,,,,,20.135418,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509232632461696",5966509232632461696,253.63869555222695,-41.84159849333061,1.1331083641331072,-2.192129174712861,-3.0857406093743256,1.5560439,18.808386,2.725546,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509232632462208",5966509232632462208,253.63736523151633,-41.84223306135856,0.9659247139651608,-1.04449554568678,-1.9882140117122151,1.0140448,19.76142,2.5236797,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509232632464000",5966509232632464000,253.6414056512939,-41.83915155976441,0.46521727644777583,-0.3730106225600769,-1.331571276648571,1.0976491,20.21304,1.8083038,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509232632466944",5966509232632466944,253.64270752621275,-41.837616941808356,0.6369639807714854,-8.15888513497195,-4.659522451643387,1.0823834,18.727985,1.8469143,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3999.4146,4.9429,-1.4747,680.0734,0.7028,0.5047,0.2726
"Gaia DR3 5966509232632486272",5966509232632486272,253.63968640129144,-41.83443553574512,0.713930558196623,-0.813292115391843,-2.165646703591491,1.0755228,19.08082,2.0861855,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966509232632489216",5966509232632489216,253.63863587683358,-41.83448058883439,0.12217344619881029,0.1084224473232982,-2.170791880057214,1.098675,19.110613,2.4373398,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
