designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 5966503902583923968",5966503902583923968,253.51895420185832,-41.85629569254533,,,,,20.601974,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966502837432099456",5966502837432099456,253.5838086589861,-41.88823196012417,-0.09509863207906422,-2.8907576241300044,-3.6476412583840516,1.134262,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966502841721067520",5966502841721067520,253.58862124795198,-41.88845554727332,1.3676249468949482,-1.23964637914472,-2.2293359410961084,1.0412332,18.57139,3.3281364,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966502841724665344",5966502841724665344,253.5882626309827,-41.88882880880842,0.7314026926713254,-0.2001598184796006,-2.0782840783137546,1.0627732,16.70621,1.8958721,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4709.7173,4.2706,-1.3646,840.9564,1.8291,1.3648,0.7492
"Gaia DR3 5966502841724665856",5966502841724665856,253.58359990013815,-41.887909671619354,,,,,20.69626,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966502841736068608",5966502841736068608,253.58540412108212,-41.8864537658319,,,,,20.932737,2.7706356,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966502974863073408",5966502974863073408,253.544295197826,-41.89117184504016,0.6160117171315437,-0.19954096708944136,-3.701880744994946,1.0827972,19.480549,1.619257,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966502974864386048",5966502974864386048,253.54301132315166,-41.89188240165055,0.04435752347414846,2.0373112844668335,-0.7074414500772639,1.1141084,18.18371,3.694563,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,4448.7715,4.1234,-0.1915,491.0181,6.6759,4.3336,2.4305
"Gaia DR3 5966502974871013248",5966502974871013248,253.54389246832574,-41.88981143825366,0.5400058539185206,-3.302505451156673,-4.494262235467769,0.9955189,20.014866,2.4130363,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966502974878188928",5966502974878188928,253.54561644269344,-41.89192449862052,0.594512221938312,-0.5685121480045324,-1.9245919718591327,1.0260721,18.225546,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966502979160082816",5966502979160082816,253.54950902301687,-41.89454780500005,0.3971369339458365,-0.22173408025846975,-5.20114773447711,0.96441007,20.06689,2.0501156,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966502979160098560",5966502979160098560,253.54558875204697,-41.89255752477766,0.23851335423479703,-2.1628742697694103,-3.759969647751269,1.7639823,17.265787,1.945879,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4555.2314,4.3636,-1.1344,832.7394,1.9962,1.4627,0.7995
"Gaia DR3 5966502979160108032",5966502979160108032,253.54486705584327,-41.890701101496624,0.5684055489818534,-0.9680837763240113,-2.9549906831496937,0.9844137,16.750391,1.4833956,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5301.673,4.637,-0.8775,826.4272,1.3897,1.0898,0.595
"Gaia DR3 5966502979160110720",5966502979160110720,253.543383689233,-41.89096440387259,1.8434861787305936,6.9322640047100785,-5.453580489022363,0.9626578,19.178324,2.8883858,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966502979169220224",5966502979169220224,253.54178226202603,-41.88848448002431,0.381150197987866,0.2777266185211883,-2.2978228217146066,1.0339082,20.421883,1.8600407,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966502979174301184",5966502979174301184,253.54466699307991,-41.892182078994544,,,,,20.752869,3.0719624,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966502979177041920",5966502979177041920,253.54595706025327,-41.8926378523624,0.25855961554100204,-0.9334169303691925,-3.234117586888943,0.964231,19.814924,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503009222810624",5966503009222810624,253.5669340397327,-41.89220932275878,0.49461869175535617,-0.424032520885447,-1.9701905442324095,1.0245792,17.267204,1.9794464,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503009222812288",5966503009222812288,253.56623659937094,-41.889678440645426,0.3739844775071102,-0.6780789323500179,-1.4845424507266096,1.0215776,17.139097,1.9664192,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,4743.8506,4.3016,-1.3729,961.1484,2.0228,1.5042,0.8268
"Gaia DR3 5966503009222814464",5966503009222814464,253.56282116414638,-41.88667473933763,0.44797415456967743,-0.7263413513386547,-2.0595161264962076,1.0352193,17.034374,2.088581,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4564.4185,4.2609,-1.1485,808.777,2.2538,1.6407,0.8994
"Gaia DR3 5966503009230772352",5966503009230772352,253.56358607761544,-41.8933275493989,-1.3053183667922965,-1.883747686553797,-4.175628306536725,1.12404,20.25798,1.0439262,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503013519787392",5966503013519787392,253.56753658506022,-41.89242343670702,,,,,20.630138,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503013519787520",5966503013519787520,253.5675881789908,-41.892591967549166,0.6055132316703876,-1.4896463573418572,-6.520221138333782,0.98864526,17.55274,1.682661,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503013519789184",5966503013519789184,253.5666557427317,-41.892678966367086,0.43027780765564716,-0.7597627939207825,-2.499346674626678,0.9580624,18.70505,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503013519794688",5966503013519794688,253.56195593148522,-41.894112089190884,3.1787509399769127,-4.892978496783588,-26.85446800004733,1.0835774,19.98561,2.8774967,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503013519797760",5966503013519797760,253.56109453203302,-41.89383407642449,0.6236550677769619,-0.9534414852297473,-1.871594701522468,0.9632042,19.536806,2.4400826,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503013519802112",5966503013519802112,253.56650646361422,-41.889139533285515,0.9235478908015855,-0.7567760888885875,-2.195333581547576,0.93441963,19.325817,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503013519815040",5966503013519815040,253.56254492080637,-41.8885975550425,0.5740223889771938,-1.9061651426509407,-5.814105396222395,1.0197192,18.951347,2.007681,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3612.2786,4.4774,-1.7708,542.1705,0.5461,0.38,0.2056
"Gaia DR3 5966503013522265984",5966503013522265984,253.56078202925488,-41.892965848057145,0.35164706952950014,-3.1049926481498393,-9.247358156972039,1.0382063,19.681784,2.1970139,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503013523695232",5966503013523695232,253.5629599776283,-41.8938506269702,0.42025593840156733,-0.8150156936143591,-1.465286911219089,1.1309167,20.16776,2.287304,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503013526107008",5966503013526107008,253.56172366581083,-41.89143683524953,1.5356716094401133,-0.9609486891319486,-7.369673541324699,1.0795312,20.403473,2.0120296,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503013528946816",5966503013528946816,253.56761050024926,-41.89051482199494,,,,,21.076355,2.715517,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503013533149056",5966503013533149056,253.56600557502756,-41.89047850981983,0.25539047709216006,-1.5314999249060515,-1.251721364484233,0.9851577,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503043582143488",5966503043582143488,253.57044826691103,-41.88201568083134,0.5111452746462608,-0.543241706829642,-2.2686741830828527,9.422351,12.549557,0.7250776,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503043582144256",5966503043582144256,253.5811061067844,-41.88935789282323,0.5633541121468169,-0.62360350164083,-2.0716504099559048,0.94208485,13.927385,0.87220955,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,7370.7554,3.5496,-3.4678,2263.9868,1.1301,0.983,0.5352
"Gaia DR3 5966503043582552448",5966503043582552448,253.57945906379163,-41.88832870749387,0.8583580072974409,-2.520691097162439,-1.9796978661222577,0.92739457,13.9558115,1.1527901,-37.08299,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6717.067,3.9711,-0.6291,1143.8169,1.4247,1.1938,0.6515
"Gaia DR3 5966503043582554496",5966503043582554496,253.57878127755205,-41.88522662726516,0.41004926961998633,0.08737023307327549,-0.32748442097006825,1.0393921,16.109104,1.7735624,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503043582557696",5966503043582557696,253.56388248820898,-41.88167718790411,0.5374787997168314,-0.6493859112081589,-2.4214747517619353,1.6137545,13.433022,0.8836794,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503043583604096",5966503043583604096,253.57049898566808,-41.88886624347108,0.49425526032428085,2.9515280133365014,-10.546090932995746,1.0009189,18.209347,1.581419,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4429.59,4.9087,-1.6131,828.2767,0.7081,0.5322,0.2881
"Gaia DR3 5966503043583612416",5966503043583612416,253.57728321176924,-41.881612214530385,0.35883270314707305,-0.31703560078330467,-2.1620452318208807,0.9923001,18.816092,2.7749825,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3527.649,4.6811,-0.309,476.7339,1.9941,1.285,0.7762
"Gaia DR3 5966503043583925632",5966503043583925632,253.56829423512818,-41.878471846703675,0.6665032681584651,-0.5609538898472384,-2.5760772589803285,1.021991,17.65232,2.6045017,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,6087.3013,4.4806,-1.4518,675.9433,4.8716,3.5557,2.0087
"Gaia DR3 5966503043590514048",5966503043590514048,253.56662580410648,-41.886421280381235,1.6847748618256688,-4.730851700924785,-3.696920533009521,1.0928059,20.530935,2.3387356,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503043590514688",5966503043590514688,253.56715516828507,-41.87448643866997,0.10981929493863861,-1.9465335879620707,-2.7792888753500664,1.0217897,17.184963,4.1622915,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,9017.036,3.4472,0.0945,1657.8196,9.9326,6.9619,4.028
"Gaia DR3 5966503043590519936",5966503043590519936,253.57364134563662,-41.886403060630606,-1.74847192011222,-2.288934219376639,-5.877731647322851,3.4149654,19.159332,2.9362335,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503043590520448",5966503043590520448,253.57346942943133,-41.8786860563753,-0.0453444123431925,-1.5853131804854286,-1.0094745152753108,1.1018529,19.276352,3.5186062,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503043590524032",5966503043590524032,253.5771948739786,-41.888958885689796,1.7317998681256948,-8.109934406963474,-6.709137001266932,1.1947666,20.142147,2.9792614,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879511296",5966503047879511296,253.58087675434007,-41.88981226238015,,,,,20.177288,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879512832",5966503047879512832,253.57887401294772,-41.89062160378851,-0.17395815313253174,-0.7651949284675117,2.805425739338217,1.0303394,19.825823,1.9358845,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879520768",5966503047879520768,253.5784448624616,-41.887405568539656,,,,,20.589684,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879520896",5966503047879520896,253.5787658620995,-41.8876350292495,0.057552525090490046,3.882229118287345,-0.8786371590435786,1.1164967,19.006157,1.9886513,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879539840",5966503047879539840,253.57211985638057,-41.886118529051785,1.4037973169340014,-1.8008357338951362,-3.026715221170673,1.0859995,19.845701,2.9426308,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879542400",5966503047879542400,253.5693071549903,-41.88686034280378,1.7157970642939973,-1.7220283344837441,-3.2619605772029736,1.0090576,19.931969,2.4124432,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879542656",5966503047879542656,253.57086299205358,-41.8857571283248,0.4147547664790826,-0.9705887871134244,-1.931971412504253,1.0378814,18.922865,2.8685417,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,3469.9465,4.535,-0.5402,514.4527,2.0576,1.3122,0.82
"Gaia DR3 5966503047879558400",5966503047879558400,253.5698470539961,-41.881777068587425,1.1818078296814496,-1.022083286960706,-6.205054591451125,1.183942,18.365952,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879561472",5966503047879561472,253.5720321345182,-41.88025456811871,0.8059151252539991,3.842606715164873,0.9417006543980662,1.1095982,19.922989,2.1206913,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879565696",5966503047879565696,253.56601214810635,-41.88265386964323,0.808904934976868,-1.32047032994565,-1.1647435678661167,1.0697148,19.50143,2.5000305,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879577984",5966503047879577984,253.56395185857963,-41.88101709825767,0.2899515324077866,-2.3834282034547534,-3.085231894523517,1.0322932,17.576033,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879579392",5966503047879579392,253.5641816132945,-41.88043735765968,0.42671487973010747,-0.634884780475931,-4.214519111807198,1.0200266,18.750349,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879579520",5966503047879579520,253.56836613485007,-41.87786826997585,0.5200388088990154,-0.8051425233785114,-1.206687310908197,1.0488329,20.052652,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879583744",5966503047879583744,253.56890087210408,-41.87677395585292,-0.05760122883580199,-3.9422382777306657,-4.13717199355043,0.993985,19.62557,3.2251434,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047879594752",5966503047879594752,253.56565977519523,-41.87522579620053,0.21852179960745827,-1.0457671179360815,-2.73757214144546,0.98120314,18.773682,3.7868328,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047882011392",5966503047882011392,253.57225236182703,-41.881529466912866,0.5096585792233503,-1.6926787339151759,-1.8139485078487374,0.98945254,19.673746,1.7510071,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047883095808",5966503047883095808,253.57509007780808,-41.89167676941391,0.41405763998750733,0.33955011812156743,-1.218989623019338,0.95128816,20.410088,2.2427177,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047883097216",5966503047883097216,253.57430895318709,-41.887772348592605,1.6203222125288905,-6.8310209008491,-7.358088834737008,1.0203601,20.414703,1.5805416,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047883098624",5966503047883098624,253.5694429878062,-41.88520982136683,1.4691304356185226,-1.9225903054299418,-1.9871119624206703,1.0428777,20.155506,2.5799217,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047883099904",5966503047883099904,253.5729412682429,-41.88085784824226,-0.7591082558292687,0.19430070892822934,0.07000845712789777,0.9486458,20.42632,3.4422932,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047883102464",5966503047883102464,253.5682063826176,-41.874400804951755,-0.6444294870311825,-3.8799628665174035,-6.159838097507373,0.9798195,19.678627,2.8260956,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047883437824",5966503047883437824,253.57266272894378,-41.880140149499816,1.132474396896567,0.9701192305840078,0.7003035166504581,1.0371666,20.519157,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047883440128",5966503047883440128,253.5650091301273,-41.877364653258624,-1.0894874233209366,-0.8072517871555259,-1.3665868833916441,1.097852,20.38869,2.8049355,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047888685824",5966503047888685824,253.57870317818737,-41.88198833650777,,,,,21.033823,2.4545116,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047888688384",5966503047888688384,253.57406049638013,-41.88084858369247,0.8150207099556295,0.9809270490468158,-2.159206182285115,1.1131943,20.550316,2.0765495,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047888694272",5966503047888694272,253.56922804828864,-41.87488226808134,,,,,20.663588,1.3955612,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047893400832",5966503047893400832,253.57416520049503,-41.88698423895676,-0.7295200638371664,-3.3666451672454385,-0.0792453107887386,0.9890114,20.452816,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503047893781120",5966503047893781120,253.57283971817515,-41.88450410308594,,,,,21.039505,-0.315197,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503077943344128",5966503077943344128,253.55991893298588,-41.88754617526154,1.0492059632294828,2.35832120677715,-4.075308925210441,1.0541704,17.60604,1.884037,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4573.576,4.7961,-1.1439,599.415,1.6609,1.2271,0.6676
"Gaia DR3 5966503077943348480",5966503077943348480,253.55257645830233,-41.88377198267323,0.5542251164939213,-0.7127082993462649,-2.4018473072723863,1.0745461,17.662151,2.2467518,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503077950229248",5966503077950229248,253.544219881587,-41.879415753853834,-0.051067897370792564,-2.6568046468963638,-1.8597242549421826,0.98017275,20.021393,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503077950229760",5966503077950229760,253.54485724363641,-41.876823844223765,,,,,19.334822,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503077950230144",5966503077950230144,253.54542374668674,-41.88119747522144,0.616038706802678,-0.7596495550187443,-1.87585337108582,0.9622817,13.220783,0.6537304,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503077950230400",5966503077950230400,253.54586230348767,-41.87681303550273,0.6664013680556482,-0.6739538575507409,-2.117375175860158,0.96371955,17.068502,2.2391682,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4907.6045,4.2434,-1.0904,843.5693,3.0251,2.2055,1.2201
"Gaia DR3 5966503077950231808",5966503077950231808,253.54721302419347,-41.875664209171106,1.5278020032173298,-3.478898501368902,-6.699836061466534,1.3714135,19.382578,2.857647,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503077950233600",5966503077950233600,253.54926275169453,-41.88089132373297,1.2666058582346535,-6.314374822205556,-10.6556141228891,1.2397081,19.823475,2.6626663,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503077950240128",5966503077950240128,253.5544963254328,-41.88455848766876,-0.26188831219400066,0.006512907627050868,-1.7785948205324287,1.1427841,19.734646,3.1123466,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503077950241920",5966503077950241920,253.55613179491144,-41.894502094005134,0.5797368150698016,-1.5049883050990212,-1.3436384695716577,1.0218267,19.374607,2.810505,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503077950243584",5966503077950243584,253.55734874667098,-41.88562608347763,0.4238119727314203,-0.9683344442180376,-2.1564240324691673,1.0140133,19.266554,2.656332,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503077950244096",5966503077950244096,253.5580020589535,-41.88733175138953,,,,,20.627125,2.1106396,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239296512",5966503082239296512,253.5602680903176,-41.888242954325285,0.5900013842268081,-2.3202464482661225,0.12954610634372282,1.0525869,19.343325,2.0518284,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239298816",5966503082239298816,253.5545779917731,-41.89129644533176,-0.24484686674695522,-1.5239901673487393,-2.5170028676235425,0.991534,19.680668,2.3482323,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239307008",5966503082239307008,253.56111956769686,-41.88469632332406,2.782536037253576,-18.955835212495018,-14.073628501839373,1.2843634,20.495234,1.8139687,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239307136",5966503082239307136,253.56097746809385,-41.88456323319829,-3.6207920426367,5.558274230781862,1.670215025182347,1.3157599,20.081432,2.4371548,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239307776",5966503082239307776,253.55978339319768,-41.885120998254735,0.7179033848996056,-1.1017113933188631,-2.2904779081911117,1.0718968,18.735806,2.37541,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3511.814,4.6349,-0.9817,440.2525,1.0813,0.7185,0.4253
"Gaia DR3 5966503082239313408",5966503082239313408,253.55887297460478,-41.8846357021422,0.6886825686426005,-0.4350390725192397,-1.9457532730376235,1.0801861,18.438084,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239318016",5966503082239318016,253.55742326522378,-41.88404240504128,0.6935159883467459,-0.38813210174743673,-1.8910164758099026,1.1999136,17.591177,2.2654972,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4782.69,4.6852,-0.7181,556.1587,2.7773,2.0165,1.1029
"Gaia DR3 5966503082239318144",5966503082239318144,253.55789203280477,-41.88424707938926,0.03964590689970726,4.93889294209018,-2.507322736214297,1.0457901,19.800837,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239329024",5966503082239329024,253.54707427464513,-41.88802064695733,0.6096146872944551,0.11903634101356425,-2.514908543927361,1.063744,19.513178,2.6447983,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239335680",5966503082239335680,253.54967634052178,-41.884609216670086,1.4163143938426503,-5.7407760734727145,-7.9367300812914205,1.0271797,19.23548,2.1188831,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239341440",5966503082239341440,253.54879989652937,-41.88337863690688,0.09011151074512166,-1.015637234156204,-2.4214982521358395,1.0929192,19.800056,2.6394157,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239348992",5966503082239348992,253.54336518767937,-41.88456410531694,0.18357790816828806,-0.29758423203509937,-2.353781627310874,0.9582542,19.343359,2.794485,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239349120",5966503082239349120,253.54386850677466,-41.88438913631375,,,,,20.143906,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082239369984",5966503082239369984,253.54463699532636,-41.876903753853725,,,,,18.842876,4.1350822,,"VARIABLE",0,false,false,false,true,false,false,false,,,,,,,
"Gaia DR3 5966503082241762816",5966503082241762816,253.5559938979115,-41.88297145262854,0.9879599121507071,-1.745918379067625,-3.4358986559002918,1.1914681,20.249954,3.2276497,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082241765760",5966503082241765760,253.5530008835214,-41.88371604812286,1.7917457897441824,-3.956796013598444,-3.325553786319863,0.9983819,20.516525,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082241778432",5966503082241778432,253.5448198927212,-41.87911692532191,0.26896232173115725,0.4641846680369036,-1.768815707350794,0.96960056,19.62451,2.472807,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082242842496",5966503082242842496,253.54299926384428,-41.87707023685404,1.4522986359259105,-2.871334344298225,-4.483450549223526,1.077187,20.407316,2.34758,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082247083648",5966503082247083648,253.55520551127273,-41.89044101811829,2.5532344131274414,-2.7626019849911456,-1.7922971595428754,1.0115126,20.2784,2.3176785,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082248424832",5966503082248424832,253.55865077164887,-41.89450622590569,,,,,20.731045,1.5907192,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082248436736",5966503082248436736,253.5486426402882,-41.881607650712624,,,,,20.80058,1.217947,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082252636032",5966503082252636032,253.5585386018909,-41.88424243303051,0.19485051508091666,-2.9604775882704546,-6.994606511128486,0.96466815,17.906956,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082252636928",5966503082252636928,253.55864091942854,-41.883731662553224,0.36561414649741897,1.7500529251905221,-3.54353879649555,1.0204192,14.811005,2.466362,20.29607,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4411.0913,1.8094,-0.5727,4309.71,3.154,2.2075,1.1976
"Gaia DR3 5966503082252644352",5966503082252644352,253.54826500562197,-41.88265411923865,1.0049500521070902,-1.1674280025081158,-6.872920074491186,1.0733247,16.92216,1.8793583,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4350.136,4.4982,0.0013,758.3704,1.2188,0.8866,0.4718
"Gaia DR3 5966503082253043072",5966503082253043072,253.5502584354752,-41.878842419931956,-1.0066447160925733,0.7025954757118233,-2.9560442965694986,0.997273,20.079802,1.8704529,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
